Sample number,Top Depth,Bot Depth,Mid Depth,Top Time (11-8-17 Timescale),Bot Time (11-8-17 timescale),Avg Time (11-8-17 timescale),IC MSA (ppb),IC Cl- (ppb),IC NO3-2 (ppb),IC SO4-2 (ppb),nssSO4-2 (ppb),IC Na+ (ppb),IC NH4+ (ppb),IC K+ (ppb),IC Mg2+ (ppb),IC Ca2+ (ppb),Sr88(LR) (ppt),Pb208(LR) (ppt),As75(LR) (ppt),As75(HR) (ppt),Cs133(LR) (ppt),Ba137(LR) (ppt),La139(LR) (ppt),Ce140(LR) (ppt),Pr141(LR) (ppt),Li7(LR) (ppt),S32(MR) (ppb),Ca44(MR) (ppb),V51(MR) (ppt),Cr52(MR) (ppt),Mn55(MR) (ppt),Fe56(MR) (ppb),Co59(MR) (ppt),Na23(MR) (ppb),Si28(MR) (ppt),K39(HR) (ppb),Combo clean Cu interp to DIC2 time (ppt),Combo clean Cd interp to DIC2 time (ppt),Combo clean Bi interp to DIC2 time (ppt),Combo clean Zn interp to DIC2 time (ppt)
2469,173.33,173.38,173.35,1457.54,1456.73,1457.14,6.83,8.66,51.11,95.32,82.5425,2.52,28.87,0.15,1.74,12.39,68.91,10.41,7.28,5.85,1.73,66.49,3.59,9.7,1.31,9.85,16.37,10.59,10.84,7.53,193.01,4.2,3.38,3.85,12.25,3.45,13.47,0.82,0.13,93.91
2470,173.38,173.42,173.4,1456.73,1455.82,1456.28,6.67,5.05,53.77,55.08,41.6375,0.64,27.62,0.1,0.74,4.71,24.46,7.76,3.55,4.11,1.01,53.91,0.95,2.5,0.33,6.47,10.06,6.04,10.71,18.85,114,2.94,3.03,2.15,11.89,2.25,26.37,0.68,0.19,156.23
2471,173.42,173.48,173.45,1455.82,1454.69,1455.25,5.47,7.3,42.01,72,61.4975,2.04,14.14,0.04,2.18,22.55,121.67,7.51,6.4,6.21,3.7,161.44,13.14,31.71,4.01,19.99,13.75,21.79,24.59,18.02,282.9,11.36,7.86,6.06,22,6.28,25.16,0.6,0.15,82.55
2472,173.48,173.52,173.5,1454.69,1453.69,1454.19,6.06,20.15,75.67,129.41,110.4925,4.28,22.49,0.25,3.83,29.64,127.06,10.4,9.24,8.31,2.29,96.1,2.44,5.38,0.74,14.01,28.98,19.68,11.38,9.04,274.62,4.42,5.25,4.43,19.04,4.06,12.18,1.07,0.11,59.91
2473,173.52,173.57,173.54,1453.69,1452.58,1453.13,6.31,7.61,47.67,94.44,82.5225,1.18,18.07,0.19,0.52,4.92,22.72,4.6,4.31,4.02,0.52,53.22,1.29,3.62,0.49,4.26,13.59,4.79,10.56,4.37,77,1.69,2.69,2.62,8.67,2.86,6.8,0.95,0.08,63.27
2474,173.57,173.61,173.59,1452.58,1451.66,1452.12,5.25,8.25,18.69,45.79,41.1175,2.26,9.71,0.25,0.45,2.18,45.37,5.08,4.81,3.75,1.75,65.84,1.49,3.61,0.46,9.59,9.53,5.5,8.37,9.23,68.31,3.79,2.66,4.07,13.22,5.66,6.38,0.44,0.19,25.39
2475,173.61,173.66,173.63,1451.66,1450.53,1451.1,4.24,8.66,51.93,89.39,76.4075,0.99,6.22,0.19,0.87,3.63,45.08,5.57,5.92,4.93,1.11,78.46,1.1,2.74,0.33,6.77,18.05,7.87,20.61,5.11,149.16,4.45,3.06,3.29,20.69,2.35,17.74,0.32,0.14,73.44
2476,173.66,173.7,173.68,1450.53,1449.58,1450.06,4.53,6.9,42.43,124.04,113.4325,1.27,11.56,0.31,1.49,6.35,27.63,5.86,3.52,3.29,0.93,50.5,1.03,2.6,0.32,6.28,19.8,5.5,6.06,10.32,98.11,2.37,2.29,3.34,8.61,2.19,3.58,0.68,0.07,95.44
2477,173.7,173.74,173.72,1449.58,1448.95,1449.27,4.5,12.6,38.39,62.8,53.2025,7.2,28.98,1.39,1.07,6.37,26.19,6.15,4.2,3.75,1.16,81.7,1.37,3.27,0.41,7.27,9.77,5.3,5.5,5.09,91.97,2.55,2.56,3.41,10.13,2.08,6.02,0.66,0.07,53.55
2478,173.74,173.79,173.77,1448.95,1447.92,1448.44,5.01,4.81,37.19,60.04,50.7425,0.46,1.75,0.37,0.54,1.84,54.63,5.96,5.46,6.67,1.08,121.79,4.48,9.33,1.09,5.22,15.36,11.31,5.79,7.24,331.35,2.51,2.83,3.88,9.26,2.66,10.51,1.1,0.07,85.74
2479,173.79,173.83,173.81,1447.92,1447.16,1447.54,6.1,6.48,57,69.03,54.78,0.61,22.16,0.39,1.3,10.76,35.49,5.78,4.37,5.12,1.49,79.69,1.16,2.85,0.41,9.01,10.74,7.5,8.27,10.72,155.35,3.99,3.53,2.89,14.78,2.81,5.43,0.55,0.11,70.46
2480,173.86,173.91,173.89,1446.71,1446.12,1446.41,5.36,10.35,38.32,81.06,71.48,2.49,6.3,0.16,1.48,7.87,31.81,5.11,3.29,3.56,0.73,43.28,1.3,2.87,0.37,4.98,14.81,7.44,13.83,5.56,85.66,1.54,2.18,2.37,7.87,1.93,8.25,0.54,0.14,66.35
2481,173.91,173.95,173.93,1446.12,1445.55,1445.84,3.06,6.27,41.97,78.77,68.2775,0.15,4.49,0.11,0.15,1.02,12.28,2.75,1.3,2.65,0.08,11.08,0.15,0.44,0.05,1.58,10.1,3.74,1.75,1.46,25.63,0.2,0.6,0.4,3.66,0.2,3.62,0.33,0.06,63.38
2482,173.95,173.99,173.97,1445.55,1445,1445.28,3.61,8.78,40.7,129.52,119.345,1.78,0.99,0.38,0.74,4.18,27.34,6.56,4,2.65,0.57,48.9,1.53,4.1,0.45,5.16,32.5,5.7,10.74,2.76,104.88,2.03,2.03,2.52,25.69,2.02,14.67,0.49,0.08,59.33
2483,173.99,174.03,174.01,1445,1444.3,1444.65,4.15,41.28,44.63,251.85,240.6925,2.45,5.87,0.5,1.71,6.13,34.08,8.62,6.2,5.3,1.1,59.11,2.39,5.29,0.66,7.68,35.72,6.85,10.37,4.07,111.21,2.54,2.78,3.19,14.68,2.42,14.56,0.48,0.12,69.1
2484,174.03,174.08,174.06,1444.3,1443.57,1443.94,3.95,9.8,48.44,95.13,83.02,1.78,4.08,0.13,0.79,3.55,22.4,4.18,3.79,3.75,0.9,33.88,0.84,2.17,0.29,5.5,14.34,4.7,4.6,5.19,93.63,1.51,4.63,2.44,2.08,1.45,5.84,0.4,0.07,12.87
2485,174.08,174.13,174.11,1443.57,1442.91,1443.24,5.94,9.85,47.74,93.57,81.635,0.74,7.92,0.13,0.43,2.23,19.26,4.14,5.04,5.02,1.24,42.7,1.28,3.34,0.43,6.68,15.26,4.48,5.59,6.31,73.02,2.17,2.03,2.49,9.63,2.23,5.95,0.35,0.08,42.7
2486,174.13,174.18,174.15,1442.91,1442.22,1442.56,7.85,9.12,40.25,60.05,49.9875,2.48,11.9,0.1,1.38,8.07,28.27,4.16,9.05,9.32,2.67,67.06,1.14,2.62,0.32,8.38,13.09,6.27,4.37,4.89,80.97,1.93,1.97,2.7,11.33,2.87,5.85,0.27,0.11,55.8
2487,174.18,174.22,174.2,1442.22,1441.45,1441.83,4.77,14.67,44.22,91.07,80.015,4.92,15.05,0.21,1.34,7.24,33.57,4.64,6.63,6.21,1.8,53.37,1.22,3.04,0.38,9.03,14.61,6.88,7.36,5.67,102.94,2.31,2.59,2.91,12.85,2.22,6.59,0.47,0.15,71.21
2488,174.22,174.27,174.24,1441.45,1440.58,1441.01,5.43,25.89,39.11,91.2,81.4225,1.16,10.24,0.19,1.06,5.6,40.82,5.56,6.15,5.39,1.14,63.15,1.01,2.49,0.33,7.4,18.76,6.87,7.58,7.25,96.82,2.26,2.82,2.03,13,2.13,8.65,0.53,0.19,50.44
2489,174.27,174.31,174.29,1440.58,1439.45,1440.02,4.51,19.75,35.33,80.33,71.4975,0.77,1.75,0.19,0.97,5.59,39.36,4.2,4.92,3.93,1.03,67.98,0.77,1.99,0.26,6.11,15.83,7.1,4.75,2.98,78.73,1.17,2.02,1.45,11.58,1.9,6.06,0.61,0.13,52.81
2490,174.31,174.35,174.33,1439.45,1438.55,1439,4.13,25.11,64.45,111.27,95.1575,1.37,29.72,0.49,1.13,6.22,90.97,4.05,6.68,7.95,1.57,94.51,2.65,7.26,1.01,7.16,23.87,8.87,7.71,5.29,109.06,2.76,3.82,3.59,23.83,4.64,12.67,0.72,0.17,75.22
2491,174.35,174.4,174.38,1438.55,1437.76,1438.16,5.48,33.75,38.59,113.89,104.2425,0.6,7.2,0.14,0.47,3.15,76.89,3.9,5.52,5.75,0.81,56.15,0.97,2.35,0.31,5.7,19.54,7.31,7.06,4.03,62.67,1.55,1.76,3.91,23.05,1.7,9.75,0.82,0.11,69.18
2492,174.4,174.44,174.42,1437.76,1436.72,1437.24,5.88,39.87,35.35,109.24,100.4025,1.57,8.03,0.23,0.76,4.32,62.94,5.17,6.15,5.85,0.9,50.35,1.62,3.96,0.49,7.57,23.47,7.41,6.19,3.98,95.58,1.79,2.14,2.7,16.59,1.9,10.78,0.8,0.12,74.09
2493,174.44,174.48,174.46,1436.72,1435.52,1436.12,4.72,30.46,49.96,108.03,95.54,1.8,12.02,0.45,1.29,7.08,46.92,3.86,4.59,5.39,1.85,72.25,1.19,2.87,0.38,7.85,16.95,7.21,6.08,4.09,77.38,2.35,2.89,3.23,19.09,2.63,5.15,0.47,0.1,50.13
2494,174.48,174.53,174.51,1435.52,1434.56,1435.04,5.24,5.48,44.87,66.57,55.3525,0.7,7.69,0.27,0.72,3.93,30.98,8.07,3.05,2.83,0.87,66.96,1.12,3.17,0.52,5.2,11.75,4.94,5.96,4.2,59.17,1.43,2.24,1.99,15.35,2.61,5.8,0.42,0.09,41.03
2495,174.53,174.57,174.55,1434.56,1433.9,1434.23,5.01,9.59,39.6,85.63,75.73,1.27,0.86,0.31,0.94,3.55,54.32,4.41,5.46,5.21,1.24,87.78,1.28,3.14,0.4,7.8,20.91,8.02,9.46,6.55,117.82,2.66,3.08,4.56,16.27,3.97,14.31,0.85,0.1,29.45
2496,174.57,174.62,174.59,1433.9,1433.04,1433.47,5.68,18.98,42.48,70.04,59.42,0.82,0.68,0.14,0.94,6.01,29.97,9.43,7.48,6.39,1.36,64.31,1.21,3.03,0.38,6.64,12.39,6.12,7.57,5.61,122.51,2.15,2.76,2.09,9.31,2.3,12.04,0.87,0.14,18.01
2497,174.62,174.66,174.64,1433.04,1432.52,1432.78,5.64,13.76,46.53,75.75,64.1175,0.39,1.72,0.23,0.41,2.39,15.73,3.3,3.7,3.01,0.73,47.5,0.92,2.32,0.3,4.71,12.19,4.12,4.07,3.88,56.2,1.44,2.02,1.68,9.05,1.78,9.37,0.89,0.21,81.38
2498,174.66,174.71,174.68,1432.52,1431.92,1432.22,7.57,5.98,44.1,79.69,68.665,0.18,5.76,0.12,0.28,2,13.48,1.99,4.09,4.84,0.93,50.65,0.56,1.23,0.14,5.83,13.76,4.42,3.37,3.07,58.42,0.91,1.72,0.92,10.24,1.36,3,0.18,0.08,12.28
2499,174.71,174.74,174.72,1431.92,1431.28,1431.6,5.47,10.2,39.91,103.35,93.3725,1.8,5.66,0.32,1.72,10.07,85.27,6.83,6.9,5.98,1.52,80.61,2.72,6.88,1.01,7.88,16.7,6.27,4.65,3.19,104.66,1.52,2.39,2.33,11.79,2.34,16.07,0.38,0.16,40.52
2500,174.74,174.78,174.76,1431.28,1430.52,1430.9,5.55,8.3,36.65,99.27,90.1075,1.4,2.13,0.23,0.61,5.27,30.81,11.66,9.71,7.12,0.97,42.18,1.45,3.55,0.43,9.94,19.63,8.12,5.94,3.31,150.9,2.12,3.06,3.75,13.34,3.33,29.11,0.58,0.14,68.69
2501,174.78,174.82,174.8,1430.52,1429.88,1430.2,4.32,9.04,46.35,98.12,86.5325,2.93,12.82,0.41,2.17,11.69,67.3,7.3,7.89,8.13,2.3,113.71,2.2,5.73,0.77,13.83,15.59,12.77,15.79,8.25,203.11,5.11,4.45,5.2,11.38,3.89,18.26,1.15,0.11,87.41
2502,174.82,174.86,174.84,1429.88,1429.29,1429.59,2.76,6.37,1.09,30.97,30.6975,2.18,0.02,0.13,1.33,10.72,14.82,4.24,3.81,4.93,1.01,33.72,0.55,1.23,0.16,5.41,6.9,6.22,2.71,3.09,68.59,1.01,1.93,1.45,10.6,1.01,6.47,0.38,0.08,68.57
2503,174.86,174.9,174.88,1429.29,1428.7,1429,5.01,8.88,24.34,103.15,97.065,0.28,0.2,0.19,0.44,2.66,39.87,2.58,3.05,2.37,1.8,43.42,0.72,1.76,0.23,6.72,17.52,6.23,5.28,2.28,82.64,1.78,1.74,1.41,16.89,1.84,9.36,0.29,0.08,51.28
2504,174.9,174.94,174.92,1428.7,1428.09,1428.4,6.12,8.69,37.37,73.6,64.2575,0.42,8.43,0.34,0.64,3.37,30.95,9.73,5.36,5.48,5.65,102.66,1.91,4.62,0.61,17.09,14.32,6.58,7.59,5.46,198.5,3.8,3.46,3.43,13.86,4.15,6.03,0.51,0.17,35.92
2505,174.94,174.98,174.96,1428.09,1427.13,1427.61,3.43,15.21,16.19,29.75,25.7025,3.97,0.02,0.1,1.04,7.18,28.69,4.61,7.68,8.59,3.38,86.24,1.08,2.68,0.34,12.35,9.57,5.88,6.58,8.9,129.34,2.73,2.89,3.74,34.57,3.85,6.21,0.35,0.15,57.98
2506,174.98,175.03,175.01,1427.13,1426.2,1426.66,4.84,24.04,49.16,165.02,152.73,1,1.79,0.35,0.46,2.71,49.92,7.95,6.46,7.49,2.71,93.08,2.09,4.69,0.57,12.68,33.7,5.87,6.4,3.13,103.94,2.05,2.73,2.66,16.21,2.75,8.34,0.45,0.17,18.18
2507,175.03,175.08,175.05,1426.2,1425.05,1425.63,4.6,19.29,30.12,122.56,115.03,2.53,7.76,0.4,0.89,5.26,38.5,6.27,4.58,4.61,2.97,127.86,1.56,3.65,0.48,13.44,22.98,6.96,6.89,5.65,128.52,3.11,2.95,4.29,17.57,4.45,5.35,0.46,0.23,67.67
2508,175.08,175.12,175.1,1425.05,1424.42,1424.74,4.36,17.69,36.52,82.68,73.55,0.32,8.21,0.26,0.36,1.79,10.27,3.37,5.35,5.34,1.07,30.54,0.45,1.26,0.14,4.63,12.31,3.44,2.67,5.52,39.55,0.91,1.16,1.13,1.83,1.53,4.88,0.93,0.11,50.24
2509,175.12,175.17,175.15,1424.42,1423.72,1424.07,4.98,8.85,46.93,66.4,54.6675,2.19,1.3,0.32,1.66,9.07,53.15,5.72,4.84,5.39,2.74,68.11,2.85,7.08,0.89,11.21,14.22,8.54,9.77,7.68,132.24,3.99,3.25,4.05,16.17,3.34,7.42,1.1,0.11,33.43
2510,175.17,175.22,175.19,1423.72,1422.75,1423.23,6.3,8.42,32.93,75.51,67.2775,1,4,0.29,0.75,3.49,16.5,2.8,3.8,3.75,0.99,34.01,0.92,2.08,0.27,5.6,11.85,4.63,3.94,3.17,56.7,1.32,2.2,1.69,11.29,1.66,4.69,1.19,0.1,99.32
2511,175.22,175.27,175.24,1422.75,1421.47,1422.11,4.67,6.68,21.04,46.65,41.39,1.05,0.91,0.1,0.42,1.75,16.61,2.13,3.03,2.1,0.82,37.59,0.78,1.87,0.25,4.56,12.1,3.86,5.03,3.46,64.97,1.06,1.79,2.71,11.65,1.27,3.52,0.33,0.09,42.82
2512,175.27,175.32,175.29,1421.47,1420.3,1420.89,3.9,17.75,32.73,109.01,100.8275,1.71,0.96,0.16,0.84,4.03,27.32,3.49,3.22,3.29,1.91,46.67,0.98,2.28,0.28,7.07,20.18,6.1,9.35,5.64,74.52,1.8,2.53,4.87,12.53,2.48,6.51,0.68,0.2,48.34
2513,175.32,175.36,175.34,1420.3,1419.34,1419.82,4.51,24.04,37.13,143.47,134.1875,0.79,0.48,0.11,0.74,3.92,48.64,4.85,5.99,4.57,0.85,47.47,1.22,2.92,0.38,6.69,28.41,7.01,6.16,5.48,97.92,1.86,2.2,1.9,12.61,1.91,9.49,1.21,0.17,53.94
2514,175.36,175.41,175.39,1419.34,1418.52,1418.93,4.86,52.24,32.62,114.85,106.695,1.67,11.1,0.13,1.15,5.66,51.28,7.61,5.01,4.75,1.82,60.88,1.4,3.22,0.38,7.98,15,6.32,7.72,4.53,75.73,2.26,2.09,5.67,16.94,2.12,8.7,0.53,0.17,33.78
2515,175.41,175.46,175.44,1418.52,1417.57,1418.05,5.04,12.7,45.85,95.18,83.7175,0.42,52.04,0.32,0.65,3.31,30.17,4.28,4.44,5.94,0.65,58.42,1.46,4.17,0.58,4.49,16.87,5.79,4.57,14.32,65.37,1.69,2.08,1.54,11.15,2.63,8.02,1.18,0.14,94.3
2516,175.46,175.54,175.5,1417.57,1415.52,1416.55,5.86,59.36,36.07,140.33,131.3125,2.12,9.2,0.04,0.63,3.59,66.44,6.91,6.22,6.58,0.62,71.61,2.81,6.71,0.8,5.06,28.49,6.55,7.86,4.1,57.9,1.77,1.96,3.25,20.09,1.84,9.9,0.76,0.18,52.72
2517,175.54,175.58,175.56,1415.52,1414.58,1415.05,5.55,61.28,37.69,189.04,179.6175,1.85,19.51,0.37,2.22,9.33,86.94,9.04,8.73,8.68,1.73,120.83,3.15,7.63,0.97,11.77,35.32,11.43,13.88,10.4,179.88,4.46,4.52,4.92,22.08,3.81,13.47,0.86,0.2,60.7
2518,175.58,175.63,175.6,1414.58,1413.45,1414.02,6.8,45.71,41.06,155.05,144.785,1.11,14.88,0.33,1.55,8.97,68.4,8.39,7.06,6.39,0.98,74.82,1.85,4.26,0.51,8.07,30.14,11.65,8.98,5.37,122.82,2.62,3.52,4.37,16.82,3.28,15.1,1.1,0.28,141.77
2519,175.63,175.69,175.66,1413.45,1411.85,1412.65,4.8,51.25,72.55,227.25,209.1125,1.96,20.57,0.11,1.41,7.26,53.25,7.87,8,6.76,3.76,171.71,3.61,8.43,1.1,13.23,41.79,12.94,13.58,8.23,158.31,5.6,4,9.18,30.88,6.11,15.03,0.91,0.18,47
2520,175.69,175.72,175.71,1411.85,1410.95,1411.4,4.1,55.83,46.9,113.44,101.715,4.18,63.39,0.48,1.04,7.71,61.03,6.98,8.18,7.49,1.12,66.4,1.66,3.77,0.51,9.05,19.96,7.19,5.23,4.11,65.97,3.67,2.26,5.56,20.97,3,12.77,1.12,0.26,87.51
2521,175.72,175.77,175.75,1410.95,1410.08,1410.51,4.98,43.72,43.17,233.86,223.0675,1.11,11.78,0.13,0.67,4.5,19.56,6.7,7.27,4.84,0.37,38.86,1.34,3.11,0.37,4.45,37.83,6.17,5.21,5.95,108.13,1.14,1.78,1.59,7.87,1.63,16.55,0.97,0.16,54.78
2522,175.77,175.81,175.79,1410.08,1409.24,1409.66,4.5,52.65,32.07,173.99,165.9725,3.67,22.56,0.17,0.85,4.47,53.66,5.57,9.3,8.59,0.6,50.11,1.36,3.43,0.43,5.16,33.41,7.57,7.49,4.85,89.85,1.66,2.45,3.85,8.98,2.14,10.44,1.14,0.25,33.26
2523,175.81,175.86,175.83,1409.24,1408.38,1408.81,6.03,16.26,35.73,142.11,133.1775,0.65,9.85,0.17,0.79,4.7,25.79,3.98,5.71,4.84,1.82,54.94,0.96,2.41,0.29,6.49,23,5.48,6.81,3.55,94.86,1.66,3.11,1.98,18.19,3.7,9.61,0.64,0.2,62.26
2524,175.86,175.91,175.88,1408.38,1407.25,1407.81,8.5,32.92,49.65,81.25,68.8375,0.53,21.6,0.17,0.38,2.72,22.02,2.15,3.59,2.74,0.34,39.72,1.62,3.61,0.46,4.18,12.05,4.58,3.48,2.25,55.18,0.78,1.62,1.37,11.97,1.48,5.46,0.65,0.16,37.45
2525,175.91,175.96,175.93,1407.25,1405.43,1406.34,4.69,37.44,47.53,134.77,122.8875,4.46,12.9,0.2,2.18,10.17,103.23,6.47,9.61,11.33,1.94,117.15,3.67,7.66,0.9,11.17,25.36,11.51,13.24,13.46,161.51,5.07,4.65,5.5,22.27,4.12,12.19,0.64,0.27,59.77
2526,175.96,176.01,175.99,1405.43,1404.36,1404.89,5.78,25.08,62.95,140.87,125.1325,1.91,31.45,0.13,1.74,13.57,80.13,7.32,5.35,4.48,0.57,100.46,1.51,3.68,0.48,6.43,25.95,10.63,10.21,4.56,220.66,2.65,4.07,3.31,22.39,2.35,11.68,0.99,0.12,61.33
2527,176.01,176.06,176.04,1404.36,1403.39,1403.87,4.13,16.02,44.63,104.19,93.0325,2.97,15.92,0.22,1.75,9.27,60.53,6.69,6.68,7.67,1.5,70.78,2.02,4.86,0.57,8.8,18.86,9.4,9.46,5.82,138.96,2.92,3.35,4.02,17.47,3.19,7.84,0.77,0.13,62.59
2528,176.06,176.1,176.08,1403.39,1402.35,1402.87,3.88,13.42,55.77,109.5,95.5575,1.35,25.09,0.23,1.31,15.5,82.4,9.25,7.65,6.39,1.39,146.85,1.85,4.63,0.66,13.12,22.39,15.07,20.34,13.15,237.7,7.64,5.42,5.44,17.79,3.9,15.42,1,0.22,65.96
2529,176.1,176.16,176.13,1402.35,1400.95,1401.65,6.75,11.65,34.22,91.55,82.995,0.79,3.94,0.04,0.8,5.93,24.04,5.2,3.03,2.37,0.44,35.53,0.67,1.56,0.21,4.41,16.21,5.5,4.9,2.41,68.69,1.32,2.11,1.89,12.94,1.21,4.31,0.29,0.08,41.4
2530,176.16,176.21,176.18,1400.95,1399.94,1400.44,6.44,12.55,67.35,80.7,63.8625,1.21,22.91,0.14,0.93,4.95,30.24,2.72,4.78,5.48,0.77,69.19,1.05,2.75,0.36,6.35,13.73,5.82,6.61,10.72,100.77,2.02,3.22,2.17,13.61,2.1,4.28,1.09,0.09,70.61
2531,176.21,176.25,176.23,1399.94,1398.84,1399.39,5.1,17.31,48.03,114.19,102.1825,1.18,13.83,0.26,0.04,5.89,41.82,3.66,4.72,5.21,0.58,43.5,1.55,4.08,0.57,5.55,21.45,6.51,5.69,3.37,74.25,1.75,2.13,2.05,6.29,2.06,8.48,1.33,0.12,28.13
2532,176.25,176.3,176.28,1398.84,1397.78,1398.31,6.56,22.56,47.61,142.53,130.6275,0.62,18.63,0.21,0.77,3.48,59.96,5.46,5.72,6.39,0.96,55.45,1.78,3.66,0.52,5.34,23.76,6.35,6.56,15.76,81.88,1.99,4.51,2.29,12.5,1.73,7.21,0.54,0.24,57.82
2533,176.3,176.34,176.32,1397.78,1396.99,1397.39,5.17,16.41,33.31,98.97,90.6425,1.86,6.59,0.19,1.16,5.7,38.1,2.26,3.99,4.2,0.85,59.09,0.66,1.69,0.23,5.72,16.52,6.48,8.26,4.02,86.99,2.01,2.92,2.82,7.87,1.58,6.92,0.71,0.12,7.42
2534,176.34,176.39,176.37,1396.99,1395.32,1396.16,4.57,23.28,36.49,89.16,80.0375,1.18,6.47,0.23,1.39,7.25,54.98,6.89,5.55,5.21,1.01,85.49,2.47,5.47,0.7,6.88,15.57,8.03,11.11,6.39,125.51,3.48,4.3,2.78,16.51,2.5,9.21,0.36,0.1,34.62
2535,176.39,176.44,176.42,1395.32,1393.56,1394.44,5.89,21.54,37.71,104.37,94.9425,0.53,11.73,0.15,0.52,2.98,28.68,4.56,4.29,4.29,2.02,43.36,1.03,2.47,0.33,7.45,16.95,5.01,5.63,4.39,65.15,1.78,1.83,1.54,12.63,1.71,11.15,0.7,0.11,61.26
2536,176.44,176.49,176.47,1393.56,1392.63,1393.1,5.29,47.09,29.44,74.23,66.87,2.19,6.58,0.17,1.22,9.32,86.19,7.07,6.59,6.67,1.44,110.23,2.24,5.3,0.68,9.44,13.78,10.31,13.08,7.69,122.69,4.34,3.31,4.43,21.85,3.41,13.01,1.07,0.16,51.91
2537,176.49,176.53,176.51,1392.63,1391.85,1392.24,5.51,16.17,23.73,97.03,91.0975,0.99,4.75,0.23,1.13,8.2,19.95,4.56,3.73,2.83,0.33,26.38,0.98,2.33,0.31,3.83,17.1,4.9,2.83,2.42,77.36,0.64,1.45,1.33,9.18,0.88,11.16,1.15,0.1,40.36
2538,176.53,176.58,176.56,1391.85,1390.93,1391.39,4.53,72.76,51.49,140.45,127.5775,2.95,22.84,0.2,1.25,7.19,178.11,7.25,9.11,9.87,3.71,149.18,5.26,13.5,1.86,32.88,31.35,17.19,31.93,12.83,255.24,13.08,6.3,7.6,35,5.72,16.81,0.82,0.21,85.08
2539,176.6,176.65,176.62,1390.47,1389.38,1389.93,4.19,7.19,24.73,48.8,42.6175,1.28,3.66,0.15,1.49,2.38,18.04,7.65,1.99,2.8,0.3,66.23,0.43,1.17,0.16,3.36,8.43,4.16,9.72,2.21,62.15,2.11,2.33,1.37,9.86,1.2,11.52,0.25,0.13,4.52
2540,176.65,176.69,176.67,1389.38,1388.33,1388.85,3.34,33.97,45.31,120.68,109.3525,1.22,1.88,0.06,1.17,8.43,61.43,5.35,5.86,5.94,1.08,57.9,1.29,3.15,0.38,8.87,21.61,9.12,7.99,6.18,119.59,2.22,2.87,3.34,15.94,2.25,8.39,1.19,0.1,70.24
2541,176.69,176.74,176.72,1388.33,1387.03,1387.68,2.8,16.42,24.44,57.67,51.56,3.14,2.81,0.05,0.87,5.9,35.81,4.53,4.75,3.93,1.3,52.02,1.14,2.82,0.35,8.06,8.96,5.64,5.69,11.87,75.51,1.9,1.88,3.25,14.82,1.73,5.21,0.74,0.14,41.62
2542,176.74,176.79,176.76,1387.03,1385.74,1386.38,5.19,15.62,42.33,85.76,75.1775,0.77,0.08,0.06,0.35,2.52,19.96,5.26,2.24,2.47,0.29,29.24,0.39,0.91,0.12,3.8,13.11,4.73,2.88,2.2,52.79,0.78,1.41,2.06,9.07,0.89,14.36,0.39,0.09,84.77
2543,176.79,176.83,176.81,1385.74,1384.72,1385.23,5.2,34.02,40.3,96.39,86.315,4.33,0.03,0.06,1.19,5.81,29.42,4.23,4.62,4.11,0.75,47.73,0.67,1.58,0.21,6.39,16.37,5.31,6.43,5.24,105.23,1.79,3.03,5.2,11.45,1.8,5.13,0.46,0.13,47.87
2544,176.83,176.87,176.85,1384.72,1383.97,1384.34,5.48,12.51,51.83,86.01,73.0525,1.49,0.68,0.06,1.27,8.46,43.02,7.99,4.85,3.65,1.18,49.68,1.4,3.46,0.44,7.24,14.95,8.2,7.31,5.07,96.35,2.61,2.6,2.59,14.46,2.26,6.04,0.42,0.1,62.96
2545,176.87,176.91,176.89,1383.97,1383.04,1383.5,4.63,16.74,22.4,83.24,77.64,1.05,0.02,0.03,0.76,4.22,18.44,4.06,2.66,2.92,0.26,22.95,0.35,0.86,0.1,5.24,12.25,4.52,3.95,1.8,44.67,0.82,2.45,1.55,3.23,0.76,4.79,0.41,0.08,18.49
2546,176.91,176.95,176.93,1383.04,1382.31,1382.67,4.97,19.36,49.44,86.97,74.61,1.33,3.89,0.16,1.05,5.44,38.66,4.5,4.3,4.75,0.87,49.34,1.17,2.89,0.38,6.45,15.82,6.09,6.45,13.58,76.5,2.1,2.2,2.2,12.79,2.28,4.57,0.45,0.09,52.03
2547,176.95,177,176.98,1382.31,1381.4,1381.86,6.82,17.58,35.47,99.79,90.9225,0.97,12.81,0.06,0.71,3.33,31.87,1.56,4.06,5.32,0.84,105.44,0.82,1.9,0.25,5.27,25.36,5.85,4.07,1.96,62.7,1.44,2.34,1.8,34.75,5.36,17.91,0.53,0.21,58.47
2548,177.02,177.05,177.04,1381.09,1380.28,1380.68,4.59,52.87,44.27,98.45,87.3825,2.07,8.35,0.06,1.06,5.64,85.82,7.54,8.6,10.35,1.16,86.94,2.33,4.98,0.63,9.76,30.57,11.97,19.51,6.31,272.66,5.58,4.4,5.44,46.68,3.55,22.5,0.52,0.35,73.68
2549,177.05,177.1,177.08,1380.28,1379.04,1379.66,4.7,42.45,68.02,125.35,108.345,1.64,30.59,0.18,1.84,10.06,76.47,2.87,6.13,8.49,1.43,79.34,1.88,5.19,0.51,6.97,32.36,10.77,9.17,5,236.7,3.4,3.47,4.41,42.66,4.15,15.78,0.77,0.25,81.52
